,review_comment_message,is_good_review
25349,"A cortina foi entregue no prazo.mais eu tive que ir no correio pegar,porque não chegou na minha casa.e quando abrir a cor estava errada,eu pedido cinza e veio amarela. Muita decepcionada...
",0
25350,"De 3 itens que comprei, apenas um me foi entregue.",0
25351,O produto não veio conforme o esperado.,0
25352,baratheon meu produto não chegou veja aí que eu vou adicionar o Copom.,0
25353,"As peças vieram conforme solicitado, porem as medidas não vieram conforme o pedido.",0
25354,Péssimo ,0
25355,"Adorei o tapete e minha filha também amou, chegou bem antes do prazo, recomendo ;)",1
25356,"Gostei bastante. 
Para ficar melhor o frete tinha q ser mais barato. ",1
25357,ate hj estou aguaradando o produto que foi postado no dia 26/09/2017.,0
25358,Chegou antes do prazo!,1
25359,"A Capa não é para esse celular, ela não cabe direito e não da para escutar música sem retirar ela pq não tem q entrada. A película fica curta e não preenche toda tela.",0
25360,Recebi no prazo certo meu produto,1
25361,Até o momento recebi só uma peça das 3 comprada,0
25362,Estão Todos de Parabéns. ,1
25363,Ótimo,1
25364,Muito bom entregue no prazo,1
25365,ainda não testei o produto. achei um pouco frágil. não sei se vai dar para dar chupeta numa s10,0
25366,"NÃO GOSTEI DA QUALIDADE DAS TOALHAS, ESTOU SOLICITANDO A DEVOLUÇÃO",0
25367,"ENTREGA ANTES DO PRAZO, TUDO PERFEITO.",1
25368,"fiz o pedido de devolução dos produtos, estou aguardando até hj dia 21.05.2018 o e-mail informando como proceder na devolução e não fui informada de nada.",0
25369,"minha filha adorou, ficou lindo em seu quarto.",1
25370,"Produto de exelente qualidade,ótimo acabamento e muito bonito. Fiquei muito satisfeita.",1
25371,"Produto dentro do esperado, conforme anúncio",1
25372,"Tentei varias vezes responder o e-mail de recebimento mais não consegui.
Esta é terceira compra que faço no baratheon e sempre fui muito bem atendido
continuem sempre assim.",1
25373,Pruduto de ótima qualidade . Foi entregue dentro prazo,1
25374,"Ótima loja.
Entregou no prazo. 
Eu recomendo. ",1
25375,Muito bom o produto e a entrega muito antes do prazo ,1
25376,"Funcionou muito bem em minha TV, entrega antes do prazo!",1
25377,"Não consigo falar com a loja. Produto veio errado
 ",0
25378,Perfeito . Comprei não para bolo e sim para fazer sabao de roupas . Bem resistente o produto . Recomendo,1
25379,Produto entregue corretamente no prazo,1
25380,Vou continuar comprando.,1
25381,"Preciso que entreguem no meu novo endereço Rua Ana Vilar, 472 ap. 1707 - bairro cruzeiro - Campina Grande - Edificio Jardim das Orquideas",0
25382,Fui muito bem atendida.,1
25383,A entrega foi muito rápida e o produto atendeu as expectativas.,1
25384,"Boa tarde,

Fiz uma compra de 5 unidades de pendentes meia de iluminação para a minha loja é só recebi dois, estou desesperado pois estou há dias da inauguração da loja, minha encomenda está incompl",0
25385,"Produto entregue antes do prazo, muito linda a cortina, minha filha adorou. ",1
25386,entregue antes do prazo muito rapido ,1
25387,O produto so veio fora da embalagem,1
25388,"Muito bom, recebi antes do esperado",1
25389,"Fiz a comprar de does relógio de pulso e não recebi a mercadoria 
 Relógio Feminino De Pulso Ieke Malha Colorida - Branco",0
25390,Só me enviou um produto de dois comprados no mesmo pedido ...,0
25391,Não recebi o produto até a presente data na minha residência. ,0
25392,Excelente ,1
25393,Manter essa fiel filosofia de cumprir datas e se preocupar com o pós venda,1
25394,Ótimo produto.,1
25395,"Ainda não usei o produto, parabenizo a empresa pela entrega dentro do prazo.",1
25396,"A entrega foi efetuada antes do prazo, excelente.",1
25397,"As tesouras vieram soltas na bolsinha, então ficaram arranhadas,mas as tesouras são muito boas, só mesmo acho que colocar algo pra elas não caírem e uma esponja entre elas , pra não ter arranhões.
",1
25398,Supriu minhas expectativas. É flexível e se ajusta bem ao meu celular. ,1
25399,"MUITO OBRIGADA, CHEGOU TUDO OK E VEIO ANTES DO PRAZO, ADOREI!!",1
25400,Ótimo produto recomendo ,1
25401,"Grande satisfação pela compra.
Produto de excelente qualidade superando minhas expectativas, prazo de entrega antecipado.
Meu sincero obrigada a equipe.",1
25402,Muito bom,1
25403,"Produto bom, conforme o preço,........................",0
25404,Dentro da normalidade!,1
25405,"Muito boa a loja, o produto chegou antes da data de entrega.",1
25406,Entrega antes do prazo produto muito bom compraria novamente sem dúvida ,1
25407,É muito bom,1
25408,A mochila não é de um material e acabamento de primeira. Mas é um bom custo benefício.,1
25409,B,0
25410,Gostei de comprar nesta loja.,1
25411,"Entrega rápida
Tdo conforme o anúncio",1
25412,Tudo em perfeito estado.,1
25413,"Entregue no prazo, tudo certo",1
25414,"Bom,porém achei mto pequeno",1
25415,"Prezados , o pedido de numero 02-643504565 foi entregue apenas uma unidade da poltrona , a outra unidade não chegou ! ",0
25416,adorei o produto! otima qualidade !,1
25417,Comprei um produto e recebi outro totalmente diferente. Estou tentando a ressarcimento há dois dias e sem sucesso.,0
25418,"Entrega super rápida, ótimo produto",1
25419,"Consegui fazer a compra, mas quando era pra entregarem, falou que não tinha estoque, tive que pegar estorno. O produto parecia bom, mas se a loja não tinha estoque então não devia permitir comprar.",0
25420,A informação que consta nos Correios é que a encomenda foi entregue porém não recebi no meu apto. E nem na adm. Do condomínio foi entregue nenhuma encomenda em meu nome.,0
25421,Ótimo ,1
25422,não recebi o produto,0
25423,"O produto chegou no prazo, em perfeitas condições de uso e é de excelente qualidade.",1
25424,Satisfeita com produto e com a entrega. Recomendo,1
25425,Joico já fala por si só. Produto excelente .,1
25426,Ótimo ,1
25427,"Eram 2 itens no mesmo pedido, eles separam, não tocaram a campainha e alegando não ter ninguém deixaram na agência dos correios, me dando trabalho em ter que ir buscar.

",0
25428,"Produto bom e entregue dentro do prazo, comprei para minha mãe de presente",1
25429,Linda cortina gostei muito. ,1
25430,Pedido entregue antes do prazo. Tudo certo!,1
25431,Pedi um produto e me entregaram outro completamente diferente ,0
25432,produto entregue antes do prazo previsto deixando muito satisfeito.,1
25433,.,1
25434,"Espelho veio todo arranhado, parece que foi econtrado no lixo.",0
25435,"Não gostei da da loja, porque tentei cancelar esse pedido e trocar por outro lustre,e a loja não aceitava.",0
25436,"O produto solicitado foi entregue com algum atraso mas em perfeito estado,Muito Obrigado.",1
25437,"qualidade do tapete muito ruim, suja só de encostar e tamanho menor do que o especificado.",0
25438,"Comprei 02 unidades, porém recebi apenas uma.",0
25439,A minha compra ainda não chegou. E nada de a loja entrar em contato para explicar o motivo...,0
25440,Ate o presente momento so recebi um dos dois produtos q comprei,1
25441,Rápida entrega e produto de muita qualidade. Adorei.,1
25442,Exatamente como comprei !!!,1
25443,"infelizmente não tem como avaliar,porque não recebi ainda o meu pedido.Enviaram pelo correio e não foi entregue! Está parado nos correios,era para ser entregue até o dia 07/03/2018,mas não entregaram ",0
25444,muito bom ,1
25445,Recomendo a loja . ,1
25446,Recebido antes do prazo indicado. Em perfeitas condições.,1
25447,"RECEBI UM PRODUTO F-A-L-S-I-F-I-C-A-D-O. Ñ SABE NEM DISFARÇAR. TOTALMENTE DIFERENTE DO ORIGINAL. DEMORA PARA RESOLVER MEU PROBLEMA, NÃO CONSIGO TROCAR NEM PEDIR REEMBOLSO. NAO COMPREM COM targaryen NUNCA!",0
25448,Chegou muito rapido..lindos,1
25449,"Meu produto chegou todo quebrado, quero trocar, por outro igual do mesmo",0
25450,Excelente produto. Chegou conforme combinado.,1
25451,Chegou bem antes do dia. Amei,1
25452,Comprei três unidades do extensor VGA e só me foi entregue uma. Não recebo resposta dos meus questionamentos e não recebi a nota fiscal,0
25453,Quase um mês no aguardo do produto! ,0
25454,"A saída do cabo, mini USB não é a que eu esperava. Preciso de um cabo com saída pra Samsung.",0
25455,"Baixíssima qualidade! Um varal caríssimo e extremamente frágil! Duas pecinhas de encaixe já quebraram, impossibilitando fechar o varal! Decepcionada!",0
25456,"De acordo com as especificações e entrega antes do prazo. parabéns Americana.





 
",1
25457,show.,1
25458,Estou super satisfeita com minhas compras por esse site. Super indico ,1
25459,Impossível avaliar um serviço que não foi completado ,0
25460,BOM EQUIPAMENTO.,1
25461,"O processo ocorreu direito, mas durante todo o período da compra aparecia uma valor de frete promocional de 18,00 reais e quando eu fechei a compra o valor subiu para 56,00. ",0
25462,"Esta loja targaryen não cumpre o prazo,este pedido eu recebi, porém o anterior a este ainda não chegou",0
25463,Um vergonha...sempre fui cliente mas de hoje em diante não compro MAIS,0
25464,"ótima loja, só está em atraso comigo na entrega do sofá de canto. Que espero receber em breve.",1
25465,Recomendo o produto ! Recebi dentro do prazo de entrega!,1
25466,"a impressora identificou os 2 cartuchos como não originais, as impressões estão com desempenho inferior",0
25467,"A entrega muito rápida, bem antes da data prevista. ",1
25468,Correu tudo dentro do combinado..,1
25469,"Recebi a mercadoria errada.
Comprei o chuveiro turbo mas entregaram outra marca além de tudo um valor enferior que paguei.
A targaryen disse que não tinha o produto certo e mandou a orientação para devo",0
25470,"Não recomendo esse site.
Fiz minha compra dia 05/05, me deram o prazo até o dia 17/05, quando finalizei a compra, cartão autorizado me deram o prazo de até o dia 26/05, e até agora NADA. Insatisfeita",0
25471,"Pela foto, imaginava outra qualidade, mas é bom. ",1
25472,Entrega no prazo certinho!,1
25473,"As dimensões da capa não serviu para Del Rey , material fino, o elastico já se partiu ao coloca e a capa pelo tamanha não ser o compatível para o veículo isso porque colocamos a capa em 2 pessoas .",0
25474,"Gostei do relógio, porém a foto que esta ai não é nada igual ao que vem.
Não recomendo.",0
25475,"O pedido foi entregue parcialmente. Veio a Castanha da índia, mas faltou a Moringa.",0
25476,Precisa mais detalhes sabre os produtos. ,1
25477,Ótimo ,1
25478,Chegou na hora que eu mais precisava.,1
25479,Já fiz várias compras nas lannister. Tenho total confiança em comprar pela internet nas lannister. Recebi os produtos sempre em perfeitas condições e as entregas foram logo no início dos prazos.,1
25480,Não recebi o produto ainda,0
25481,tudo ocorreu conforme o prometido,1
25482,"Não recebi, não posso avaliar.",0
25483,Produto entregue bem rápido.,1
25484,"Veio faltando um parafuso correto
",1
25485,"A carretilha veio com a manivela torta , mas já. Arrumei .
Recimendo a vcs coloca na caixa fragil para não acontece o que aconteceu com migo.
Eu tenho a foto.",0
25486,entrega rapida e direito,1
25487,"Recebi bem antes do prazo...produto em perfeito estado,cumpriu com o prometido!",1
25488,"Compra realizada sem problemas, e a cortina foi entregue bem antes do prazo indicado! Recomendo!",1
25489,"Produto simplicidade,e funcional...",0
25490,"Ainda não testei porque estava viajando, porém esta perfeito de aparência e de embalagem. Foi entregue muito antes do prazo. Vou comprar outros oportunamente.",1
25491,"gostei muito, exatamente como esperava",1
25492,recomendo,1
25493,"Comprei um kit de tesouras mas só chego uma.estou aguardando a resposta de vcs para sabe qd foi recebê o produto completo, pois peguei por 2 e não só por 1",0
25494,"Muito bom!!!
Fiquei espantado com a rapidez",1
25495,Produto entregue no prazo. Estou muito satisfeito,1
25496,Produto entregue antes do prazo excelente ,1
25497,"Não recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo é uma confusão e burocracia péssimo péssimo, a minha sorte e que tinha as fotos.",0
25498,Produto chegou dento do prazo estipulado e e dentro das condições desejadas,1
25499,"A loja enviou o produto via correios, que não funciona! E não recebi o produto em minha casa. O mesmo ficou no posto e no único dia que puder ir até lá e devolveram ao remetente e fiquei sem o produt",0
25500,"Entrega e qualidade excelente, porém quanto ao anúncio, para mim foi surpresa receber uma coqueteleira, pois esperava dois potes de creatina como o este me levou a crer.",1
25501,Produto de excelente qualidade. Vale a pena o custo x benefício. Entrega antes do prazo estipulado. Recomendo ,1
25502,"Mercadoria recebida antes do prazo, gostei Muito, agradeço o vendedor, tudo certinho, recomendo.",1
25503,O VALOR DO PRODUTO É ÓTIMO E A QUALIDADE 100%,1
25504,"Qualidade atual do produto está inferior, a espessura do aluminio foi reduzida, com isso não realizar a vedação por completa da forma, ocasionando o vasamento do vapor.",0
25505,foi muito bem atendida produto entregue no prazo e correto,1
25506,Recomendo! Sem sombra de ,1
25507,Entrega rápido. Muito bom,1
25508,Amei a experiência.,1
25509,"Não sei o que ouve o produto não chegou, foi extraviado nunca tinha comprado, mais por conta disso não comparei mais.",0
25510,Recomendo inclusive minhas colegas já pediram estão aguardando a entrega fiquei muito contente vou fazer mais pedidos novos nos próximos meses passei para minhas filhas aliás a família toda .,1
25511,faltando peça!,0
25512,"entrega super rapida e otima qualidade de produto
muito obrigado",1
25513,Mto bom!,1
25514,"Só recebi emails falando q estaria vindo, q estava no correio, mas nd.",0
25515,"Entregaram antes do prazo recomendo pela agilidade, mas produto não, celular Samsung A5 2016 não aceitou o fone, voz abafada e baixa.",0
25516,O produto foi o que eu esperava.,1
25517,recomendo a loj baratheon ,1
25518,ainda não recebi o produto,0
25519,Muito bom o produto chegou no prazo e serviu direitinho.,1
25520,muito ruim muito finas fala uma coisa e vem outra.,0
25521,Comprei outros produtos ao mesmo tempo e até depois dos tapetes e já recebi e os tapetes ainda não. Demorando demais.,0
25522,"Entrega no prazo, frente justo e produto com bom preço. ",0
25523,"Bom dia,

Recebi meu pedido no prazo porém o pushing ball veio ressecado e descascando. Como devo proceder para receber um em boas condições? 

No aguardo,

Vanessa",0
25524,"muito bom
",1
25525,"Ótimo produto, entregue antes do prazo.",1
25526,Otimo,1
25527,Excelente servico. Recomendo ,1
25528,Ótimo custo benefício,1
25529,Comprei dois lustres e so recebi um,0
25530,"A qualidade do produto muito aquém do anunciado. Embora citado como percal de 180 fios, na realidade é apenas tecido comum 80% algodão e 20% polyester. ",0
25531,Bom,1
25532,"Apesar de dentro do prazo, achei a entrega bastante demorada.",0
25533,decepcionante.,0
25534,Produto atendeu minhas expectativas e se encaixou exatamente como eu precisava. Chegou no prazo. ,1
25535,Recomendo,0
25536,"Chegou antes do prazo, só faltou embalar.",1
25537,tudo bem,1
25538,"A propaganda é uma caixa com três pipetas, mas me enviaram apenas uma pipeta. ",0
25539,"Produto ótima qualidade, tudo certinho , não veio faltando nada e chegou antes do prazo de entrega ! Super Recomendo! não vejo a hora da minha princesa nascer para usar ele!",1
25540,"Produto correto e dentro do prazo!
Excelente",1
25541,Ótimo ,1
25542,Recebi o produto 2 dias depois ds compra. foi super rápido. recomendo!,1
25543,Chegou super rápido e bem embalado. Recomendo!,1
25544,Perfeita,1
25545,otimo,1
25546,muito bom!,1
25547,Me arrependi amargamente . Uma bosta,0
25548,"Pagar frete comprando tudo através de um único site é simplesmente horrível. Eu sei que está é outra loja, porém não pretendo voltar a comprar na lannister.com",0
25549,Excelente rapidez na entrega !,1
25550,comprei por engano pois achei que era á cama motessoriana no anúncio dava para entender que era uma cama sendo assim peço que seja atendido á minha solicitação da devolução pois esse produto não será,0
25551,Muito eficiente na entrega produto excelente,1
25552,Empresa maravilhosa!!!! Entrega efetuada muito antes do prazo!! Muito obg!!! Muito feliz por mais um sonho realizado! !!,1
25553,"O produto não é o que eu esperava, o som é baixo, para conexão é bem ruim, detestei esperava uma coisa e veio uma coisa muito, muito diferente do que eu esperava infelizmente não recomendo.",0
25554,"achei que fosse um pouco mais grosso, pois mais parece um lençol do que um cobre leito",0
25555,estou começando agora a fazer uso deste produto portanto em breve poderei a valiar melhor este produto OK.,1
25556,"O varão e revestido por um tipo de plástico que já veio descamando e o material é inferior aos q tem em lojas normais, é não vale a pena o custo. ",0
25557,Produto demorou muito pra chegar.,0
25558,"Comprei o produto dia 12 de dezembro, prazo previsto para chegar dia 05/01 e até o momento nada de entrega e nenhuma satisfação. ",0
25559,bom,1
25560,pois o problema foi dos correios que estavam em greve e não entregaram mandaram voltar dizendo que seria endereço errado.,0
25561,Comprei 2 luminárias e só recebi 1,0
25562,"Excelente empresa produto entregue corretamente e antes do prazo estabelecido. 
Parabéns pela pontualidade. ",1
25563,"O produto chegou antes do prazo previsto, excelente.",1
25564,Bom produto ,1
25565,"Os prazos foram respeitados, o que vem de encontro ao lema das Lojas lannister.",1
25566,Adorei... muito bom recomendo esse produto,1
25567,Quero meu cartão de vcs😂😂😂,1
25568,A qualidade não era o que esperava.,0
25569,produto muito bom!,1
25570,PDOUTO CORRESPONDE À DESCRIÇÃO,0
25571,O produto não veio muito bem embalado e uma das chapas veio amassada e o espelho trincado. Mas atende a finalidade.,0
25572,Bom produto,1
25573,"Na descrição nao fala que a cortina e transparente, ela ficou linda no quarto mas è muito fina pelo preço.Deveria ser mais barata.",1
25574,"meu pedido não foi entregue até a presente .
solicitei 02 jogos de lençois , ok
dois jogos de toalha SÓ VEIO UM JOGO.
comprei no cartão ja esta incluso na minha fatura.Aguardo posição de outro jogo",1
25575,Chegou bem antes do prazo!!,1
25576,Tudo ok!,1
25577,Ótimo produto,1
25578,"recebi o produto e recomendo a compra deste, pois fiquei satisfeito",1
25579,"Muito bom, produto ok de facil instalação.",1
25580,"No anuncio dizia que a lentw dos faróis eram de vidro, mas beio de acrílico.",0
25581,O produto é de qualidade e veio antes do prazo estipulado.,1
25582,"o produto foi entregue antes do prazo , produto de ótima qualidade",1
25583,Bem confiável,1
25584,Recomendo ,1
25585,muito rápido,1
25586,cumpre o prazo e o produto chegou corretamente.,1
25587,"Bom, o site não cumpriu o produto do anúncio comprei uma tesoura de 6 "" polegadas e venho de 5"" polegadas não gostei e é para meu trabalho e me Decepcionou a loja....",0
25588,"Entrega rápida, segura, bem embalado. O produto é bem bonito e de boa qualidade.",1
25589,"Estão dizendo que já foi entregue, mais até o momento não recebi nada, se não resolver ou devolver o dinheiro. Vou ter que ir no PROCON e na polícia.veja com sua transportadora",0
25590,"Produto bom, e de boa qualidade",1
25591,Recomendo,1
25592,Recebi a mercadoria dentro do prazo estipulado e em perfeitas condições. Feita a troca com sucesso.,1
25593,Excelente produto.,1
25594,GOSTEI DA TROCA DE PRODUTO,1
25595,Produto não chegou e não tenho informações de postagem do produto,0
25596,Estoque do parceiro zerado.,0
25597,Recebi antes do prazo,1
25598,Chegou até antes do prazo estabelecido,1
25599,Solicitado a devolução até agora não recebi resposta.,0
25600,O produto veio certinho e antes do prazo ,1
25601,O produto chegou antes do prazo ! Muito satisfeito ,1
25602,Não condiz com o tamanho e foto na descrição.,0
25603,Chegou conforme somente a cor que e diferente de tonalidade um amarelo um pouco mais fechado,1
25604,Entrega antes do prazo panelas são bonitas porém a frigideira veio amassada.,1
25605,"Produto bom, entrega precisa!",1
25606,excelente!!,1
25607,Prazo de entrega ótimo super recomendo,1
25608,"Uma das varas veio faltando o encaixe da linha, porém de resto tudo ok.",1
25609,"Numeração muito pequena, o G parece um P!
Quanto a loja, tudo de bom! ",0
25610,Tudo dentro do combinado.,1
25611,Pra mim foi legal confesso que tive um pouco de receio por nunca ter feito uma compra on line mas foi tudo ótimo com certeza compraria novamente.,1
25612,"Bom atendimento e chegou dentro do prazo

",1
25613,Material do produto muito inferior do que é exposto no site. Não é o que eu esperava. Sem acabamento também.,0
25614,A composição do produto não corresponde ao anunciado.,0
25615,"
",1
25616,Adorei o meu produto veio antes do prazo e tdu esta certinho,1
25617,Bom preço e bom prazo,1
25618,otima loja! recomendo,1
25619,"Bom dia.
O produto veio quebrado. 
Quero a troca.",0
25620,Realmente o relógio supera as expectativas. Design lindo e super resistente. Para quem gosta mesmo de relógios é um exemplar maravilhoso.,1
25621,Bom produto,1
25622,e a segunda vez que eu compro nessa loja estou muito sastifeto otima loja,1
25623,Infelizmente não tenho como fazer pois faltou um grande espaço para cobrir na parede.,0
25624,"
Apesar de de ser entregue antes do previsto, prazo de entrega é muito longo.Enfim, mais por causa dos Correios mesmo que é um lixo. Tirando isso produto em perfeito estado. Recomendo!",0
25625,Muito bom .recomendo,1
25626,Chegou antes do prazo previsto,1
25627,"Produto de péssima qualidade,não recomendo.",0
25628,Gostei muito do produto. De acordo com a descrição e entrega dentro do prazo.. ,1
25629,muito bom o produto e o atendimento ,1
25630,Produto veio sujo e mal acabado,0
25631,Agredido que houve algum equívoco o protudo que foi entregue foi tv box mxq-4k que esse conta como esta em transporte fico no aguardo 48-991287040,0
25632,"Não recomendo, atraso na entrega da mercadoria! Se querem evitar for dr cabeça não comprem!",0
25633,MUITO BOM,1
25634,"Rcebi bem embala e be certinha, bom vendedor",1
25635,Excelente!,1
25636,"A capa carteira veio correto,mas a película de vidro veio menor do que o aparelho.",1
25637,"so não dei cinco estrelas porque eu queria comprar uma tigela com tampa e o frete é mais caro que o produto,por isso não recomendo",0
25638,Muito bom produto,1
25639,Prazo de entrega muito longo e ainda não recebi o produto.,0
25640,Os produtos que me mandaram foram replicas do que eu solicitei. Produtos de péssima qualidade!!!,0
25641,Nunca mais...,0
25642,"Não serviu, ficou pequena, solicitei devolução.",0
25643,"Entrega muito rápido, bem antes do prazo previsto.",1
25644,"
",1
25645,"Estou muito desgostoso, pois comprei vai fazer um mês e ainda não chegou.",0
25646,"INFELIZMENTE PELA 1 VEZ RECEBI UM PRODUTO AVARIADO PELA lannister.COM.
E INFELIZMENTE NÃO CONSEGUIR TROCAR PELA DEMORA DO SITE ...NÃO RECOMENDO ",0
25647,"É ótima para fazer os hambúrgueres, eles ficam perfeitos com ou sem recheio. Prática e fácil de usar, vem com o manual de instrução. O fundo removível ajuda muito na hora de lavar. Amei e uso sempre.",1
25648,"Ótimo vendedor e excelente entrega.
o produto que adquiri é de boa qualidade melhor do que pesei ser.",1
25649,Otima compra,1
25650,"ATENDEU MINHA NECESSIDADE, ELA É BEM ACABADA, COMO TAMBEM SEUS ACÉSSORIOS, BOA A GRELHAS, QUE INCLUSIVE POSSUE PEGADOR, OCUPA POUCO ESPAÇO, FOI UMA DAS BOAS AQUISIÇÃO QUE COMPREI!!!",1
25651,"Ainda não utilizei o produto, mas veio correto, e no prazo de entrega devido.",0
25652,Recomendo a loja. Tudo correto!,1
25653,"tanto o produto em perfeito estado muito bom, entrega dentro do prazo.",1
25654,Super recomendo,1
25655,bom,0
25656,Tudo conforme combinado!!!!!,1
25657,..,0
25658,Ótimo,1
25659,A cor dos produtos entregues não conferem com o meu pedido. A cor das mantas pedidas foi a cor tabaco. Mantas entregues na cor cinza,0
25660,"Entregou antes do prazo, apesar de não ter o sabor escolhido, o seller foi atencioso, ligou no dia seguinte, me dando outras opções. Super recomendo, entrega a jato! ",1
25661,"Produto entregue errado, ainda não recebi o que comprei.",0
25662,Adorei foi entregue antes do prazo !,1
25663,"produto conforme anuncio, aguardar quanto aos resultados",1
25664,"Amei os potes, recebi super rápido, veio bem antes do prazo. Só que um deles veio faltando um pouco de pintura, mas no geral está ótimos",1
25665,"comprei uma bateria 12v xb 1270 e recebi uma xb 12AL, de amperagem menor que a efetivamente comprada.",0
25666,"muito bom produto, material de qualidade",1
25667,muito bom.,1
25668,Bonito mas a qualidade não é mto boa mas para o dia a dia é bom. infelizmente,0
25669,Boa noite. Solicitei a fronha preta e recebi marrom...,0
25670,"Material que foi feito a bolsa , e muito fraco e de péssima qualidade. ",0
25671,Produto de ótima qualidade e entrega perfeita.,1
25672,Recebi a mercadoria com bastante antecedência. Parabéns a stark e a seus parceiros!!!!,1
25673,"Muito decepcionada, a compra foi efetuado dia 07/11 e até o momento 09/12 não recebi nenhuma notificação sobre o produto comprado cujo o código do pedido é 03496111588 pagto R$ 104,63.",0
25674,essa parceria com outra lojas é uma porcaria até o momento não me deram nem uma sastifaçao ,0
25675,"Se aparecer algum outro produto de interesse nesta loja, certamente farei uma nova compra nela.",1
25676,empresa pontual e seria,1
25677,"Meu pedido foi entregue bem antes do prazo, obrigado, super recomendo.",1
25678,Produto de ótima qualidade chegou bem antes do prazo,1
25679,Adorei o produto ,1
25680,muito bom gostei do atendimento veio bem antes do prazo,0
25681,"Recebi antes do prazo, embalagem perfeita. Recomendo.Produto muito bonito.",1
25682,Um pouco demorada mas tudo bem.,0
25683,"Adoro stark entrega sempre bem antes do prAzo.
Produtos ótimos",1
25684,Anunciam um produto que não tem em estoque e ainda não cancelaram a compra no meu cartão!,0
25685,"Recebi em tempo hábil , produto superou minhas expectativas... satisfeito ...super recomendo !!
UM ARRASO !!!",1
25686,"Produto muito bom,a loja tbem recomendo a todos que queiram adquirir o produto",1
25687,Ótimo produto. Bem embalado. Entrega antecipada da data marcada o que foi muito bom. Obrigada. Bom Natal.,1
25688,Ainda Não recebi o produto ,0
25689,"O produto é bom, porém não é muito resistente",1
25690,Excelente compra,1
25691,O produto foi entregue. Obrigada,1
25692,e um site sério,1
25693,"MAS ACHO QUE TALVEZ NÃO FOI ENTRGUE NO PRAZO!!! NÃO SEI SE REALMENTE FOI ENTREGUE NO PRAZO...NÃO PRESTEI MUITA ATENÇÃO!!!ENTREGARAM NO DIA 10/07!!
ATT",1
25694,"Gostei muito fabuloso , porém tenho uma dúvida pois a pá de mexer de teflon deu uma enrugada não sei se é normal gostaria de saber",1
25695,O produto é idêntico há descrição,1
25696,"Muito bom a rapidez da intrega . tao de parabéns!!!!
",1
25697,"Cadê o produto? Nenhum tipo de retorno! Comprei dois, me ligaram dizendo que só tinham um, e que me enviariam. Estou até hoje esperando. NADA!",0
25698,"Produto muito bom e de acordo com a figura mostrada.Entrega muito antes da programada.
Gostei de comprar na lannister.",1
25699,"onde posso encontrar o filtro zumax zufer 2222 em mogi das cruzes,,,,, grata",1
25700,Tudo perfeito,1
25701,"Pedi duas unidades do produto, no entanto só recebi uma!",0
25702,"Chegou antes do prazo, parabéns.",1
25703,Muito bem embalados,1
25704,Uma da cor cáqui e a de Rosas azul. Bom,0
25705,"Recebi meu produto certo e antes da data prevista, bem antes.🌟🌟🌟🌟🌟",1
25706,Não mandaram o produto da marca que comprei,0
25707,Comprei um kit mini berço e o prazo de entrega foi no dia 14/02 sendo que até hoje não foi entregue e a empresa não me deu satisfação alguma ou alguma outra data para entrega. ,0
25708,"Produto Top.
",1
25709,Adorei o teclado. ,1
25710,A empresa foi muito eficiente... entrega rapida.,1
25711,"Ótimo Produto,chegou antes da data prevista ",1
25712,Produto entregue adequadamente acondicionado e no prazo reportado.,1
25713,"Acho que falta atualização no aplicativo quanto ao rastreamento do produto, porque recebi a encomenda ainda no aplicativo se encontrava dizendo, aguardando nota fiscal. ",1
25714,"Blz, chegou no prazo conforme combinado. Satisfeito. Indico a loja",1
25715,Ótimo produto e prazo de entrega ,1
25716,"SÓ OS CORREIOS QUE CONTINUAM A ENGANAR OS CONSUMIDORES, COBRANDO O FRETE E NÃO ENTREGANDO O PRODUTO EM CASA PARA MAIOR COMODIDADE DOS CLIENTES! SEMPRE ALEGA O MESMO ÁREA NA O SEGURA P ENTREGA!",1
25717,Produto bom .,1
25718,A minha opinião é que a entrega no prazo é muito importante é satisfatório. ,1
25719,Muito bom chegou rápido e correto gostei ,1
25720,Entregue no prazo. Equipamento atende as necessidades. Excelente aquisição. ,1
25721,o produto superou as expectativas...Chegou dentro do prazo.,1
25722,Excelente entrega e produto.,1
25723,"Otimo produto, conforme o anunciado",1
25724,Muito eficiente a empresa . E ótimo atendimento.,1
25725,reocomendo,1
25726,"Não recebi minha mercadoria... sem informação, resposta Nada nada... .. ",0
25727,"Bolsa bonita, grande, espaçosas, chegou antes do prazo. Amei ! ",1
25728,Okokokokokokokokokllpkoklkoklkoklklk) mkkkkkmkm kkkkkkkkkkkkkkkkkkkkk kkkkkkkmkkmmkkkkk bbbbbbnbnnnnnnnnnnn nnnnhgfdfhhdghfvgchhfbjvbhfcbj hgffgtdvhrchyfhyhbjrfhuy hhfghyfhyvjyvjugf ggfghgghffhhfvhggh,1
25729,Só posso avaliar a loja depois da conclusão do meu pedido .eu já estava sonhando com minha pia .Não sei se a culpa e da loja ou dos correios .mais não recebi meu produto,0
25730,recomendo ok,1
25731,Nota dez ,1
25732,Recomendo!!!,1
25733,"Comprei uma churrasqueira (5 unidades em estoque), após a compra aprovada, recebi contato da loja alegando fim de estoque e sugeriram outro modelo e mesmo assim enviaram um 3o modelo diferente.",0
